@relation Dataset

@attribute 'Loan Range' {'a $5-10 million','b $2-5 million','c $1-2 million','\"d $350,000-1 million\"','\"e $150,000-350,000\"'}
@attribute Zip {00000,98052,98101,98372,98058,98001,98004,98409,98033,98660,98466,98134,98271,99352,98661,98133,98902,98203,98815,98275,98027,98225,98006,99202,98108,98903,98047,98520,98662,98188,98007,98168,98032,99216,98114,98233,98104,98284,98801,98311,98445,98335,99206,98422,98008,98005,98204,98072,98604,98374,98003,98665,99350,98499,98021,98109,98607,98199,98002,98584,98402,98144,98105,98201,98632,98103,98121,99201,98057,98038,98390,98443,98683,99336,98012,99338,98403,98424,98368,98119,99016,99354,99212,98926,98248,98226,98164,98264,98122,98671,98028,98040,98506,98229,98208,98847,99220,98117,98401,98516,99301,98354,98107,98383,98467,98532,98908,98826,98125,98371,98663,98664,99344,99328,98841,98360,98034,98421,98391,98011,98642,98337,98221,99224,98127,99133,98257,98802,98074,98444,98840,98110,98272,98512,98373,98419,99019,98405,98541,98951,98909,98126,98685,98046,98332,98948,98056,98249,98290,98136,99204,98045,98682,98155,98321,98292,99001,98230,98620,99006,98816,98356,98668,99122,98626,98942,98277,98050,98848,98837,98501,98087,98346,98244,98595,98502,98009,98586,98070,98106,98503,99156,99180,98392,98223,98035,98010,98624,98672,99111,98065,98331,99207,98177,98936,98115,98605,98036,98557,99223,98406,98684,98092,98901,98930,99218,98102,98232,99114,99362,98370,98252,98124,98580,98568,98952,98206,98407,98148,98674,98026,98118,98031,98043,99217,98296,98022,98165,98273,98591,98270,98932,98531,98077,98112,98019,98686,98083,98446,98258,98907,99141,98923,99403,98059,98274,98944,98411,98071,98029,98666,98166,98295,99208,99166,99337,98938,98312,98154,98362,98178,98812,99213,98235,98941,98327,98597,98042,98020,98509,98037,98382,98831,99320,98227,98629,99109,98250,99205,98592,98198,98855,98245,98844,98051,98363,98823,98367,99169,99357,98857,98606,98161,98922,99302,98247,98496,98404,98055,98415,89502,98563,98338,98366,98513,98260,99025,99219,98116,99004,98631,99027,99029,98024,98579,99324,99343,98375,98610,98158,99353,98053,98498,98935,98023,99349,98577,98564,98291,98542,99163,98282,99330,98507,98339,98014,99203,99356,98030,98843,99026,98528,99117,98236,99181,98596,98228,98933,99214,98329,98387,99209,99211,98640,98262,99347,98465,98330,98082,98555,98856,98550,98953,98408,99037,98138,99215,98850,98612,99119,98328,98611,98418,98619,98357,98601,99103,99021,98527,98146,99022,98558,99005,98286,98569,98359,98310,98365,98194,98237,98448,98239,98576,98821,99326,98937,98438,98648,98571,99033,98639,99210,99012,98039,98349,98862,98807,98511,98822,98075,98590,98241,98947,98013,99110,98537,98625,98015,99323,99023,98195,98858,99032,98276,98464,99031,98836,98828,98439,98325,99346,99155,98238,99173,98333,98281,98617,98141,98675,98394,98417,98589,98240,98490,98220,98139,99009,98251,99360,98255,98548,98294,98304,99361,99115,98261,98388,98380,98824,98832,98833,98267,98827,98570,98650,98645,98638,98358,99228,98562,98324,98673,98350,98587,98376,98073,99140,99003,98834,98851,98041,98566,98846,93280,98280,98340}
@attribute 'Jobs Retained' numeric

@data
'b $2-5 million',98372,0
'b $2-5 million',98133,383
'b $2-5 million',98010,267
'b $2-5 million',98005,93
'b $2-5 million',98624,171
'b $2-5 million',98672,0
'b $2-5 million',99111,0
'b $2-5 million',98065,312
'b $2-5 million',98331,0
'b $2-5 million',98032,0
'b $2-5 million',98168,136
'b $2-5 million',99019,163
'b $2-5 million',99224,0
'b $2-5 million',98004,325
'b $2-5 million',98188,243
'b $2-5 million',98114,0
'b $2-5 million',98134,487
'b $2-5 million',98121,304
'b $2-5 million',98661,51
'b $2-5 million',98837,78
'b $2-5 million',98188,385
'b $2-5 million',98052,146
'b $2-5 million',98424,162
'b $2-5 million',98168,0
'b $2-5 million',98199,0
'b $2-5 million',98021,135
'b $2-5 million',98445,0
'b $2-5 million',99207,0
'b $2-5 million',98119,497
'b $2-5 million',98177,500
'b $2-5 million',98520,116
'b $2-5 million',98512,145
'b $2-5 million',98040,460
'b $2-5 million',98936,323
'b $2-5 million',98271,225
'b $2-5 million',98201,190
'b $2-5 million',98424,500
'b $2-5 million',98122,0
'b $2-5 million',98119,145
'b $2-5 million',98101,100
'b $2-5 million',98115,135
'b $2-5 million',98424,0
'b $2-5 million',98065,191
'b $2-5 million',98057,207
'b $2-5 million',98101,109
'b $2-5 million',98424,187
'b $2-5 million',98292,195
'b $2-5 million',98801,128
'b $2-5 million',98164,0
'b $2-5 million',98005,0
'b $2-5 million',98605,290
'b $2-5 million',98103,128
'b $2-5 million',98032,0
'b $2-5 million',98271,260
'b $2-5 million',98007,108
'b $2-5 million',98101,200
'b $2-5 million',98109,350
'b $2-5 million',98109,189
'b $2-5 million',98104,238
'b $2-5 million',98101,458
'b $2-5 million',98136,0
'b $2-5 million',98104,143
'b $2-5 million',98104,0
'b $2-5 million',98801,113
'b $2-5 million',98036,191
'b $2-5 million',99336,470
'b $2-5 million',99216,236
'b $2-5 million',98201,0
'b $2-5 million',98121,181
'b $2-5 million',98390,170
'b $2-5 million',98057,164
'b $2-5 million',98103,287
'b $2-5 million',98948,0
'b $2-5 million',98101,317
'b $2-5 million',98948,436
'b $2-5 million',98032,0
'b $2-5 million',98072,0
'b $2-5 million',98101,155
'b $2-5 million',98557,0
'b $2-5 million',98134,138
'b $2-5 million',99202,0
'b $2-5 million',98119,0
'b $2-5 million',98007,0
'b $2-5 million',98033,0
'b $2-5 million',98685,234
'b $2-5 million',98424,150
'b $2-5 million',98272,0
'b $2-5 million',98225,195
'b $2-5 million',98103,292
'b $2-5 million',98203,366
'b $2-5 million',98108,0
'b $2-5 million',98221,262
'b $2-5 million',98372,0
'b $2-5 million',98109,274
'b $2-5 million',99216,160
'b $2-5 million',99224,253
'b $2-5 million',99001,225
'b $2-5 million',99223,0
'b $2-5 million',98052,228
'b $2-5 million',98103,216
'b $2-5 million',98848,0
'b $2-5 million',98004,117
'b $2-5 million',98223,278
'b $2-5 million',98003,118
'b $2-5 million',98109,142
'b $2-5 million',98390,204
'b $2-5 million',98248,122
'b $2-5 million',98033,209
'b $2-5 million',98032,0
'b $2-5 million',98221,112
'b $2-5 million',98406,0
'b $2-5 million',98409,0
'b $2-5 million',98684,200
'b $2-5 million',98103,216
'b $2-5 million',98032,0
'b $2-5 million',98119,0
'b $2-5 million',98092,179
'b $2-5 million',98223,0
'b $2-5 million',98005,165
'b $2-5 million',98225,0
'b $2-5 million',98901,0
'b $2-5 million',98122,0
'b $2-5 million',98390,407
'b $2-5 million',98109,245
'b $2-5 million',98101,0
'b $2-5 million',98134,200
'b $2-5 million',98134,388
'b $2-5 million',98409,260
'b $2-5 million',98409,150
'b $2-5 million',98930,250
'b $2-5 million',99354,124
'b $2-5 million',98607,0
'b $2-5 million',98390,132
'b $2-5 million',99218,433
'b $2-5 million',99336,91
'b $2-5 million',99301,353
'b $2-5 million',98032,239
'b $2-5 million',98003,176
'b $2-5 million',98036,43
'b $2-5 million',98103,75
'b $2-5 million',98005,158
'b $2-5 million',98443,0
'b $2-5 million',98271,0
'b $2-5 million',98203,134
'b $2-5 million',98102,378
'b $2-5 million',98225,281
'b $2-5 million',98223,204
'b $2-5 million',98232,0
'b $2-5 million',99114,0
'b $2-5 million',98004,210
'b $2-5 million',98802,138
'b $2-5 million',98052,51
'b $2-5 million',98134,156
'b $2-5 million',98275,0
'b $2-5 million',98201,342
'b $2-5 million',98402,0
'b $2-5 million',98102,184
'b $2-5 million',99362,285
'b $2-5 million',98101,334
'b $2-5 million',98033,0
'b $2-5 million',98335,374
'b $2-5 million',98036,0
'b $2-5 million',98405,266
'b $2-5 million',98390,249
'b $2-5 million',98370,0
'b $2-5 million',98390,0
'b $2-5 million',98252,177
'b $2-5 million',98801,125
'b $2-5 million',98124,176
'b $2-5 million',99202,500
'b $2-5 million',98072,421
'b $2-5 million',98032,0
'b $2-5 million',98248,171
'b $2-5 million',98052,189
'b $2-5 million',98108,0
'b $2-5 million',98121,244
'b $2-5 million',98033,250
'b $2-5 million',98057,351
'b $2-5 million',98580,256
'b $2-5 million',98101,123
'b $2-5 million',98568,202
'b $2-5 million',98103,0
'b $2-5 million',98952,0
'b $2-5 million',98902,0
'b $2-5 million',98908,234
'b $2-5 million',98206,0
'b $2-5 million',98101,332
'c $1-2 million',98005,68
'c $1-2 million',98664,10
'c $1-2 million',98052,0
'c $1-2 million',98134,0
'c $1-2 million',98057,69
'c $1-2 million',98134,0
'c $1-2 million',98001,0
'c $1-2 million',98001,0
'c $1-2 million',98144,80
'c $1-2 million',98109,68
'c $1-2 million',98204,0
'c $1-2 million',98204,71
'c $1-2 million',98407,87
'c $1-2 million',98848,254
'c $1-2 million',98223,0
'c $1-2 million',98001,0
'c $1-2 million',98004,107
'c $1-2 million',98032,0
'c $1-2 million',98148,107
'c $1-2 million',99216,0
'c $1-2 million',98662,82
'c $1-2 million',99212,0
'c $1-2 million',98674,0
'c $1-2 million',98001,0
'c $1-2 million',98903,136
'c $1-2 million',98026,95
'c $1-2 million',98026,115
'c $1-2 million',98188,56
'c $1-2 million',98837,169
'c $1-2 million',98501,0
'c $1-2 million',98007,10
'c $1-2 million',98499,91
'c $1-2 million',98005,115
'c $1-2 million',98101,54
'c $1-2 million',98199,84
'c $1-2 million',98005,72
'c $1-2 million',98199,84
'c $1-2 million',98109,84
'c $1-2 million',98660,82
'c $1-2 million',98021,62
'c $1-2 million',98118,55
'c $1-2 million',98101,58
'c $1-2 million',98031,160
'c $1-2 million',98225,72
'c $1-2 million',98125,110
'c $1-2 million',98101,55
'c $1-2 million',98177,103
'c $1-2 million',98233,97
'c $1-2 million',98052,56
'c $1-2 million',99212,0
'c $1-2 million',98816,0
'c $1-2 million',98052,0
'c $1-2 million',98121,68
'c $1-2 million',98275,0
'c $1-2 million',98005,0
'c $1-2 million',98421,39
'c $1-2 million',98108,87
'c $1-2 million',98005,0
'c $1-2 million',98004,93
'c $1-2 million',98272,119
'c $1-2 million',98043,135
'c $1-2 million',98908,279
'c $1-2 million',99217,0
'c $1-2 million',98032,69
'c $1-2 million',98374,0
'c $1-2 million',98052,200
'c $1-2 million',98101,110
'c $1-2 million',98275,251
'c $1-2 million',98321,0
'c $1-2 million',98252,0
'c $1-2 million',99204,0
'c $1-2 million',98004,122
'c $1-2 million',98372,55
'c $1-2 million',98072,89
'c $1-2 million',98110,112
'c $1-2 million',98033,62
'c $1-2 million',98108,0
'c $1-2 million',98290,34
'c $1-2 million',99212,287
'c $1-2 million',98134,94
'c $1-2 million',98104,0
'c $1-2 million',98032,106
'c $1-2 million',98188,201
'c $1-2 million',98052,85
'c $1-2 million',98057,0
'c $1-2 million',98104,0
'c $1-2 million',99202,0
'c $1-2 million',98662,94
'c $1-2 million',98033,172
'c $1-2 million',98248,130
'c $1-2 million',98390,250
'c $1-2 million',98248,147
'c $1-2 million',98104,76
'c $1-2 million',98119,187
'c $1-2 million',98402,85
'c $1-2 million',99218,140
'c $1-2 million',98405,144
'c $1-2 million',98902,131
'c $1-2 million',98031,78
'c $1-2 million',98109,0
'c $1-2 million',98296,0
'c $1-2 million',98405,0
'c $1-2 million',98229,104
'c $1-2 million',98122,128
'c $1-2 million',98101,52
'c $1-2 million',98103,98
'c $1-2 million',98101,73
'c $1-2 million',98290,122
'c $1-2 million',98032,92
'c $1-2 million',98022,87
'c $1-2 million',98165,0
'c $1-2 million',98032,0
'c $1-2 million',98229,0
'c $1-2 million',98424,77
'c $1-2 million',98104,102
'c $1-2 million',98424,200
'c $1-2 million',98105,44
'c $1-2 million',98501,0
'c $1-2 million',99201,119
'c $1-2 million',98684,0
'c $1-2 million',98032,107
'c $1-2 million',98273,0
'c $1-2 million',98930,134
'c $1-2 million',98402,63
'c $1-2 million',98815,180
'c $1-2 million',98104,44
'c $1-2 million',98005,75
'c $1-2 million',98108,93
'c $1-2 million',98032,0
'c $1-2 million',98203,0
'c $1-2 million',98007,0
'c $1-2 million',98032,0
'c $1-2 million',98335,116
'c $1-2 million',98168,149
'c $1-2 million',98226,73
'c $1-2 million',99301,86
'c $1-2 million',98591,25
'c $1-2 million',98373,0
'c $1-2 million',99338,0
'c $1-2 million',98409,0
'c $1-2 million',98948,0
'c $1-2 million',98004,42
'c $1-2 million',98632,0
'c $1-2 million',98002,75
'c $1-2 million',98119,105
'c $1-2 million',98005,0
'c $1-2 million',98102,57
'c $1-2 million',98188,56
'c $1-2 million',98626,90
'c $1-2 million',98626,120
'c $1-2 million',98007,0
'c $1-2 million',98021,210
'c $1-2 million',98104,0
'c $1-2 million',99212,0
'c $1-2 million',98816,181
'c $1-2 million',98121,181
'c $1-2 million',98109,110
'c $1-2 million',98136,135
'c $1-2 million',98503,68
'c $1-2 million',98108,82
'c $1-2 million',98502,90
'c $1-2 million',98052,102
'c $1-2 million',98409,101
'c $1-2 million',99201,0
'c $1-2 million',98270,0
'c $1-2 million',98104,85
'c $1-2 million',98932,121
'c $1-2 million',98032,0
'c $1-2 million',98010,0
'c $1-2 million',98801,0
'c $1-2 million',98372,235
'c $1-2 million',98233,117
'c $1-2 million',98203,102
'c $1-2 million',98531,137
'c $1-2 million',98248,261
'c $1-2 million',98604,0
'c $1-2 million',98052,72
'c $1-2 million',98109,106
'c $1-2 million',98005,0
'c $1-2 million',98002,64
'c $1-2 million',98104,52
'c $1-2 million',98077,96
'c $1-2 million',98006,84
'c $1-2 million',98112,0
'c $1-2 million',99338,352
'c $1-2 million',98033,150
'c $1-2 million',98372,91
'c $1-2 million',99202,0
'c $1-2 million',98019,0
'c $1-2 million',98661,160
'c $1-2 million',98108,126
'c $1-2 million',98011,268
'c $1-2 million',98188,137
'c $1-2 million',98109,116
'c $1-2 million',98101,101
'c $1-2 million',98155,0
'c $1-2 million',98501,0
'c $1-2 million',98802,82
'c $1-2 million',98101,135
'c $1-2 million',98390,200
'c $1-2 million',98801,0
'c $1-2 million',98371,108
'c $1-2 million',98004,98
'c $1-2 million',98057,55
'c $1-2 million',98107,41
'c $1-2 million',98122,162
'c $1-2 million',98296,0
'c $1-2 million',98101,109
'c $1-2 million',98264,231
'c $1-2 million',98686,146
'c $1-2 million',98033,115
'c $1-2 million',98168,166
'c $1-2 million',98168,51
'c $1-2 million',98083,0
'c $1-2 million',98110,0
'c $1-2 million',98032,60
'c $1-2 million',98271,105
'c $1-2 million',99217,0
'c $1-2 million',98121,100
'c $1-2 million',98101,53
'c $1-2 million',98663,104
'c $1-2 million',98057,0
'c $1-2 million',98110,160
'c $1-2 million',98801,60
'c $1-2 million',98520,210
'c $1-2 million',98446,30
'c $1-2 million',98119,112
'c $1-2 million',98258,105
'c $1-2 million',98907,146
'c $1-2 million',99224,0
'c $1-2 million',98005,0
'c $1-2 million',98101,81
'c $1-2 million',98004,57
'c $1-2 million',98004,73
'c $1-2 million',98036,60
'c $1-2 million',98104,0
'c $1-2 million',98007,120
'c $1-2 million',98057,0
'c $1-2 million',98104,76
'c $1-2 million',99114,134
'c $1-2 million',98033,331
'c $1-2 million',99141,165
'c $1-2 million',99352,82
'c $1-2 million',98108,61
'c $1-2 million',98674,250
'c $1-2 million',99336,0
'c $1-2 million',98103,160
'c $1-2 million',98674,61
'c $1-2 million',98674,72
'c $1-2 million',98903,0
'c $1-2 million',99220,0
'c $1-2 million',99201,0
'c $1-2 million',98225,251
'c $1-2 million',98119,0
'c $1-2 million',98506,0
'c $1-2 million',98104,160
'c $1-2 million',98102,0
'c $1-2 million',98802,163
'c $1-2 million',98188,0
'c $1-2 million',98072,200
'c $1-2 million',99301,121
'c $1-2 million',98930,136
'c $1-2 million',98118,118
'c $1-2 million',98072,70
'c $1-2 million',98424,0
'c $1-2 million',98682,115
'c $1-2 million',98101,43
'c $1-2 million',98040,0
'c $1-2 million',98011,60
'c $1-2 million',98004,65
'c $1-2 million',98499,30
'c $1-2 million',98031,0
'c $1-2 million',99301,138
'c $1-2 million',98168,59
'c $1-2 million',98908,0
'c $1-2 million',98226,117
'c $1-2 million',98923,234
'c $1-2 million',98004,62
'c $1-2 million',98101,165
'c $1-2 million',98036,120
'c $1-2 million',98223,112
'c $1-2 million',98684,0
'c $1-2 million',98903,160
'c $1-2 million',98264,134
'c $1-2 million',98012,0
'c $1-2 million',98837,171
'c $1-2 million',99403,0
'c $1-2 million',98424,125
'c $1-2 million',98133,105
'c $1-2 million',98121,126
'c $1-2 million',98059,30
'c $1-2 million',98226,83
'c $1-2 million',98446,0
'c $1-2 million',98115,0
'c $1-2 million',98144,91
'c $1-2 million',99202,0
'c $1-2 million',99006,0
'c $1-2 million',98272,97
'c $1-2 million',98052,60
'c $1-2 million',98072,59
'c $1-2 million',98501,114
'c $1-2 million',98012,340
'c $1-2 million',98001,70
'c $1-2 million',98683,197
'c $1-2 million',98103,81
'c $1-2 million',98682,82
'c $1-2 million',98275,98
'c $1-2 million',98058,0
'c $1-2 million',98409,82
'c $1-2 million',98661,123
'c $1-2 million',98274,71
'c $1-2 million',98101,170
'c $1-2 million',98188,148
'c $1-2 million',98105,185
'c $1-2 million',98118,111
'c $1-2 million',99336,110
'c $1-2 million',99301,120
'c $1-2 million',98944,0
'c $1-2 million',98411,173
'c $1-2 million',98071,108
'c $1-2 million',98133,33
'c $1-2 million',99344,120
'c $1-2 million',98188,123
'c $1-2 million',98107,0
'c $1-2 million',98002,0
'c $1-2 million',98155,0
'c $1-2 million',98371,81
'c $1-2 million',98052,0
'c $1-2 million',98371,101
'c $1-2 million',99217,50
'c $1-2 million',98134,124
'c $1-2 million',98036,0
'c $1-2 million',98233,95
'c $1-2 million',98072,0
'c $1-2 million',99202,113
'c $1-2 million',98662,157
'c $1-2 million',99301,0
'c $1-2 million',99301,0
'c $1-2 million',98029,0
'c $1-2 million',98444,0
'c $1-2 million',99202,0
'c $1-2 million',98144,59
'c $1-2 million',98683,320
'c $1-2 million',98115,27
'c $1-2 million',98144,0
'c $1-2 million',98424,0
'c $1-2 million',98666,154
'c $1-2 million',99019,215
'c $1-2 million',98166,83
'c $1-2 million',98107,50
'c $1-2 million',98047,77
'c $1-2 million',98001,207
'c $1-2 million',98664,43
'c $1-2 million',99202,0
'c $1-2 million',98662,175
'c $1-2 million',98108,55
'c $1-2 million',98264,124
'c $1-2 million',98632,0
'c $1-2 million',98826,178
'c $1-2 million',98102,175
'c $1-2 million',98295,0
'c $1-2 million',98109,67
'c $1-2 million',98005,0
'c $1-2 million',98107,0
'c $1-2 million',98107,70
'c $1-2 million',99336,195
'c $1-2 million',98662,126
'c $1-2 million',98047,100
'c $1-2 million',98034,75
'c $1-2 million',98036,47
'c $1-2 million',98003,0
'c $1-2 million',98027,124
'c $1-2 million',98204,170
'c $1-2 million',98108,163
'c $1-2 million',98134,82
'c $1-2 million',98951,110
'c $1-2 million',99208,0
'c $1-2 million',98109,129
'c $1-2 million',98248,97
'c $1-2 million',98072,77
'c $1-2 million',98104,134
'c $1-2 million',98503,0
'c $1-2 million',98021,62
'c $1-2 million',98264,95
'c $1-2 million',98104,50
'c $1-2 million',98110,71
'c $1-2 million',98027,91
'c $1-2 million',98936,83
'c $1-2 million',98424,0
'c $1-2 million',98125,210
'c $1-2 million',99354,59
'c $1-2 million',98321,50
'c $1-2 million',98005,60
'c $1-2 million',99166,0
'c $1-2 million',99337,0
'c $1-2 million',98027,43
'c $1-2 million',98405,302
'c $1-2 million',98103,108
'c $1-2 million',98901,0
'c $1-2 million',98002,271
'c $1-2 million',98108,87
'c $1-2 million',98006,89
'c $1-2 million',98103,68
'c $1-2 million',98072,93
'c $1-2 million',98052,0
'c $1-2 million',98164,62
'c $1-2 million',98057,0
'c $1-2 million',98168,0
'c $1-2 million',98005,105
'c $1-2 million',98057,19
'c $1-2 million',98407,178
'c $1-2 million',98225,300
'c $1-2 million',98040,136
'c $1-2 million',98109,124
'c $1-2 million',98902,210
'c $1-2 million',98902,206
'c $1-2 million',98607,105
'c $1-2 million',98101,80
'c $1-2 million',98226,222
'c $1-2 million',98011,0
'c $1-2 million',98665,116
'c $1-2 million',98032,118
'c $1-2 million',98105,33
'c $1-2 million',98371,141
'c $1-2 million',98506,0
'c $1-2 million',98108,0
'c $1-2 million',98665,73
'c $1-2 million',98005,0
'c $1-2 million',98660,69
'c $1-2 million',98665,67
'c $1-2 million',98104,36
'c $1-2 million',98134,0
'c $1-2 million',98122,0
'c $1-2 million',98223,97
'c $1-2 million',98121,113
'c $1-2 million',98001,95
'c $1-2 million',99207,0
'c $1-2 million',98057,87
'c $1-2 million',98134,0
'c $1-2 million',98275,67
'c $1-2 million',98188,87
'c $1-2 million',98108,106
'c $1-2 million',99201,0
'c $1-2 million',98662,53
'c $1-2 million',99352,73
'c $1-2 million',98532,92
'c $1-2 million',98101,121
'c $1-2 million',98012,0
'c $1-2 million',98604,115
'c $1-2 million',98032,107
'c $1-2 million',98409,102
'c $1-2 million',98226,83
'c $1-2 million',98103,0
'c $1-2 million',98662,190
'c $1-2 million',98938,0
'c $1-2 million',98296,74
'c $1-2 million',99224,0
'c $1-2 million',98520,252
'c $1-2 million',98909,163
'c $1-2 million',98033,82
'c $1-2 million',98502,103
'c $1-2 million',98106,96
'c $1-2 million',98225,136
'c $1-2 million',98057,0
'c $1-2 million',99350,0
'c $1-2 million',98312,99
'c $1-2 million',98312,154
'c $1-2 million',98101,166
'c $1-2 million',98101,223
'c $1-2 million',98154,0
'c $1-2 million',98104,64
'c $1-2 million',99337,283
'c $1-2 million',98188,125
'c $1-2 million',98362,123
'c $1-2 million',98052,126
'c $1-2 million',98121,93
'c $1-2 million',98178,91
'c $1-2 million',99114,0
'c $1-2 million',98101,56
'c $1-2 million',98661,90
'c $1-2 million',98908,0
'c $1-2 million',98390,0
'c $1-2 million',98022,89
'c $1-2 million',98104,72
'c $1-2 million',98121,73
'c $1-2 million',98121,73
'c $1-2 million',98201,0
'c $1-2 million',98499,98
'c $1-2 million',98372,94
'c $1-2 million',98112,84
'c $1-2 million',98812,131
'c $1-2 million',98424,0
'c $1-2 million',98101,190
'c $1-2 million',98203,0
'c $1-2 million',99338,67
'c $1-2 million',98902,69
'c $1-2 million',98685,221
'c $1-2 million',98004,49
'c $1-2 million',98273,80
'c $1-2 million',99213,0
'c $1-2 million',98032,0
'c $1-2 million',98011,0
'c $1-2 million',98532,84
'c $1-2 million',98516,0
'c $1-2 million',98134,149
'c $1-2 million',99016,0
'c $1-2 million',98057,0
'c $1-2 million',98121,73
'c $1-2 million',98032,40
'c $1-2 million',98101,39
'c $1-2 million',98951,0
'c $1-2 million',98052,45
'c $1-2 million',98109,71
'c $1-2 million',98290,0
'c $1-2 million',98119,125
'c $1-2 million',98122,0
'c $1-2 million',98011,96
'c $1-2 million',98235,0
'c $1-2 million',98102,53
'c $1-2 million',98941,0
'c $1-2 million',98684,73
'c $1-2 million',98204,122
'c $1-2 million',98104,0
'c $1-2 million',98327,375
'c $1-2 million',98026,183
'c $1-2 million',98104,90
'c $1-2 million',98908,150
'c $1-2 million',98199,150
'c $1-2 million',98110,0
'c $1-2 million',98103,98
'c $1-2 million',98033,105
'c $1-2 million',98038,78
'c $1-2 million',98005,75
'c $1-2 million',98225,57
'c $1-2 million',98072,147
'c $1-2 million',98033,0
'c $1-2 million',98607,0
'c $1-2 million',98101,81
'c $1-2 million',98122,0
'c $1-2 million',98004,96
'c $1-2 million',99206,0
'c $1-2 million',98057,139
'c $1-2 million',98072,59
'c $1-2 million',98168,126
'c $1-2 million',98144,74
'c $1-2 million',98944,169
'c $1-2 million',98402,0
'c $1-2 million',98166,65
'c $1-2 million',98004,0
'c $1-2 million',98038,0
'c $1-2 million',98661,66
'c $1-2 million',99218,0
'c $1-2 million',98204,55
'c $1-2 million',98052,87
'c $1-2 million',98201,0
'c $1-2 million',98683,121
'c $1-2 million',98201,167
'c $1-2 million',98104,117
'c $1-2 million',98682,116
'c $1-2 million',98004,94
'c $1-2 million',98108,61
'c $1-2 million',98290,0
'c $1-2 million',99217,0
'c $1-2 million',98109,87
'c $1-2 million',98028,155
'c $1-2 million',99336,84
'c $1-2 million',98597,0
'c $1-2 million',98271,88
'c $1-2 million',98004,0
'c $1-2 million',98108,95
'c $1-2 million',98665,161
'c $1-2 million',98034,0
'c $1-2 million',98034,0
'c $1-2 million',98383,111
'c $1-2 million',98312,192
'c $1-2 million',98446,88
'c $1-2 million',98371,60
'c $1-2 million',98001,78
'c $1-2 million',98103,0
'c $1-2 million',98122,0
'c $1-2 million',98499,74
'c $1-2 million',98801,241
'c $1-2 million',99301,184
'c $1-2 million',98837,0
'c $1-2 million',98042,85
'c $1-2 million',98006,0
'c $1-2 million',98034,0
'c $1-2 million',98072,67
'c $1-2 million',98020,103
'c $1-2 million',98660,58
'c $1-2 million',98226,95
'c $1-2 million',98409,446
'c $1-2 million',98148,205
'c $1-2 million',98188,65
'c $1-2 million',98134,0
'c $1-2 million',98057,62
'c $1-2 million',98058,0
'c $1-2 million',98168,60
'c $1-2 million',98052,50
'c $1-2 million',98072,85
'c $1-2 million',98134,57
'c $1-2 million',98509,292
'c $1-2 million',98108,133
'c $1-2 million',98101,59
'c $1-2 million',98405,145
'c $1-2 million',98003,0
'c $1-2 million',98011,58
'c $1-2 million',98248,119
'c $1-2 million',98072,0
'c $1-2 million',98660,47
'c $1-2 million',99354,78
'c $1-2 million',99201,0
'c $1-2 million',98043,43
'c $1-2 million',98057,84
'c $1-2 million',98103,0
'c $1-2 million',98264,330
'c $1-2 million',98037,92
'c $1-2 million',99212,115
'c $1-2 million',98682,89
'c $1-2 million',99403,0
'c $1-2 million',98203,0
'c $1-2 million',98390,0
'c $1-2 million',98264,119
'c $1-2 million',98532,336
'c $1-2 million',98684,110
'c $1-2 million',98134,107
'c $1-2 million',98057,0
'c $1-2 million',98382,2
'c $1-2 million',98662,79
'c $1-2 million',98903,0
'c $1-2 million',98104,98
'c $1-2 million',98027,134
'c $1-2 million',98036,90
'c $1-2 million',98831,0
'c $1-2 million',98005,66
'c $1-2 million',98052,92
'c $1-2 million',98444,132
'c $1-2 million',99202,65
'c $1-2 million',98144,51
'c $1-2 million',98258,0
'c $1-2 million',98101,190
'c $1-2 million',98642,0
'c $1-2 million',98188,150
'c $1-2 million',98370,0
'c $1-2 million',98101,62
'c $1-2 million',98033,71
'c $1-2 million',98516,0
'c $1-2 million',98166,0
'c $1-2 million',98407,90
'c $1-2 million',98662,228
'c $1-2 million',99301,124
'c $1-2 million',98402,0
'c $1-2 million',98466,0
'c $1-2 million',99216,110
'c $1-2 million',98133,0
'c $1-2 million',99208,69
'c $1-2 million',98032,68
'c $1-2 million',98409,35
'c $1-2 million',98373,0
'c $1-2 million',99001,0
'c $1-2 million',98103,103
'c $1-2 million',98402,0
'c $1-2 million',98032,125
'c $1-2 million',98034,173
'c $1-2 million',98052,76
'c $1-2 million',98902,0
'c $1-2 million',98272,94
'c $1-2 million',98501,0
'c $1-2 million',98661,97
'c $1-2 million',98134,97
'c $1-2 million',98134,121
'c $1-2 million',98901,76
'c $1-2 million',98052,104
'c $1-2 million',99213,0
'c $1-2 million',98072,80
'c $1-2 million',99216,0
'c $1-2 million',99320,0
'c $1-2 million',99301,104
'c $1-2 million',98227,0
'c $1-2 million',98201,0
'c $1-2 million',98629,171
'c $1-2 million',98225,132
'c $1-2 million',98225,127
'c $1-2 million',98226,103
'c $1-2 million',98502,100
'c $1-2 million',98199,82
'c $1-2 million',99223,55
'c $1-2 million',98052,47
'c $1-2 million',98383,186
'c $1-2 million',98531,0
'c $1-2 million',98092,0
'c $1-2 million',98104,67
'c $1-2 million',98005,88
'c $1-2 million',98372,58
'c $1-2 million',98118,53
'c $1-2 million',98003,265
'c $1-2 million',98661,49
'c $1-2 million',98108,68
'c $1-2 million',98003,0
'c $1-2 million',98107,127
'c $1-2 million',99109,154
