@relation Dataset

@attribute 'Loan Range' {'a $5-10 million','b $2-5 million','c $1-2 million','\"d $350,000-1 million\"','\"e $150,000-350,000\"'}
@attribute Zip {00000,98052,98101,98372,98058,98001,98004,98409,98033,98660,98466,98134,98271,99352,98661,98133,98902,98203,98815,98275,98027,98225,98006,99202,98108,98903,98047,98520,98662,98188,98007,98168,98032,99216,98114,98233,98104,98284,98801,98311,98445,98335,99206,98422,98008,98005,98204,98072,98604,98374,98003,98665,99350,98499,98021,98109,98607,98199,98002,98584,98402,98144,98105,98201,98632,98103,98121,99201,98057,98038,98390,98443,98683,99336,98012,99338,98403,98424,98368,98119,99016,99354,99212,98926,98248,98226,98164,98264,98122,98671,98028,98040,98506,98229,98208,98847,99220,98117,98401,98516,99301,98354,98107,98383,98467,98532,98908,98826,98125,98371,98663,98664,99344,99328,98841,98360,98034,98421,98391,98011,98642,98337,98221,99224,98127,99133,98257,98802,98074,98444,98840,98110,98272,98512,98373,98419,99019,98405,98541,98951,98909,98126,98685,98046,98332,98948,98056,98249,98290,98136,99204,98045,98682,98155,98321,98292,99001,98230,98620,99006,98816,98356,98668,99122,98626,98942,98277,98050,98848,98837,98501,98087,98346,98244,98595,98502,98009,98586,98070,98106,98503,99156,99180,98392,98223,98035,98010,98624,98672,99111,98065,98331,99207,98177,98936,98115,98605,98036,98557,99223,98406,98684,98092,98901,98930,99218,98102,98232,99114,99362,98370,98252,98124,98580,98568,98952,98206,98407,98148,98674,98026,98118,98031,98043,99217,98296,98022,98165,98273,98591,98270,98932,98531,98077,98112,98019,98686,98083,98446,98258,98907,99141,98923,99403,98059,98274,98944,98411,98071,98029,98666,98166,98295,99208,99166,99337,98938,98312,98154,98362,98178,98812,99213,98235,98941,98327,98597,98042,98020,98509,98037,98382,98831,99320,98227,98629,99109,98250,99205,98592,98198,98855,98245,98844,98051,98363,98823,98367,99169,99357,98857,98606,98161,98922,99302,98247,98496,98404,98055,98415,89502,98563,98338,98366,98513,98260,99025,99219,98116,99004,98631,99027,99029,98024,98579,99324,99343,98375,98610,98158,99353,98053,98498,98935,98023,99349,98577,98564,98291,98542,99163,98282,99330,98507,98339,98014,99203,99356,98030,98843,99026,98528,99117,98236,99181,98596,98228,98933,99214,98329,98387,99209,99211,98640,98262,99347,98465,98330,98082,98555,98856,98550,98953,98408,99037,98138,99215,98850,98612,99119,98328,98611,98418,98619,98357,98601,99103,99021,98527,98146,99022,98558,99005,98286,98569,98359,98310,98365,98194,98237,98448,98239,98576,98821,99326,98937,98438,98648,98571,99033,98639,99210,99012,98039,98349,98862,98807,98511,98822,98075,98590,98241,98947,98013,99110,98537,98625,98015,99323,99023,98195,98858,99032,98276,98464,99031,98836,98828,98439,98325,99346,99155,98238,99173,98333,98281,98617,98141,98675,98394,98417,98589,98240,98490,98220,98139,99009,98251,99360,98255,98548,98294,98304,99361,99115,98261,98388,98380,98824,98832,98833,98267,98827,98570,98650,98645,98638,98358,99228,98562,98324,98673,98350,98587,98376,98073,99140,99003,98834,98851,98041,98566,98846,93280,98280,98340}
@attribute 'Jobs Retained' numeric

@data
'\"e $150,000-350,000\"',98033,11
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',99224,42
'\"e $150,000-350,000\"',99301,27
'\"e $150,000-350,000\"',98072,25
'\"e $150,000-350,000\"',99201,14
'\"e $150,000-350,000\"',98199,0
'\"e $150,000-350,000\"',98642,0
'\"e $150,000-350,000\"',98201,155
'\"e $150,000-350,000\"',98108,26
'\"e $150,000-350,000\"',98166,17
'\"e $150,000-350,000\"',98103,45
'\"e $150,000-350,000\"',99141,0
'\"e $150,000-350,000\"',98122,28
'\"e $150,000-350,000\"',98043,2
'\"e $150,000-350,000\"',98004,22
'\"e $150,000-350,000\"',98296,12
'\"e $150,000-350,000\"',98424,0
'\"e $150,000-350,000\"',99349,408
'\"e $150,000-350,000\"',98118,20
'\"e $150,000-350,000\"',98942,0
'\"e $150,000-350,000\"',98362,29
'\"e $150,000-350,000\"',98661,12
'\"e $150,000-350,000\"',98125,31
'\"e $150,000-350,000\"',98837,0
'\"e $150,000-350,000\"',98665,25
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98229,0
'\"e $150,000-350,000\"',98121,13
'\"e $150,000-350,000\"',98409,35
'\"e $150,000-350,000\"',98032,13
'\"e $150,000-350,000\"',98116,20
'\"e $150,000-350,000\"',98199,9
'\"e $150,000-350,000\"',98948,0
'\"e $150,000-350,000\"',98148,17
'\"e $150,000-350,000\"',98226,20
'\"e $150,000-350,000\"',98004,7
'\"e $150,000-350,000\"',98052,10
'\"e $150,000-350,000\"',99301,21
'\"e $150,000-350,000\"',98107,26
'\"e $150,000-350,000\"',98004,21
'\"e $150,000-350,000\"',98105,13
'\"e $150,000-350,000\"',98424,58
'\"e $150,000-350,000\"',98532,79
'\"e $150,000-350,000\"',98532,72
'\"e $150,000-350,000\"',98226,11
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98002,10
'\"e $150,000-350,000\"',98092,13
'\"e $150,000-350,000\"',98512,0
'\"e $150,000-350,000\"',98512,18
'\"e $150,000-350,000\"',98036,37
'\"e $150,000-350,000\"',98004,8
'\"e $150,000-350,000\"',98684,40
'\"e $150,000-350,000\"',98686,0
'\"e $150,000-350,000\"',98402,12
'\"e $150,000-350,000\"',98366,25
'\"e $150,000-350,000\"',98671,10
'\"e $150,000-350,000\"',98204,0
'\"e $150,000-350,000\"',98087,22
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98022,24
'\"e $150,000-350,000\"',98902,18
'\"e $150,000-350,000\"',99301,29
'\"e $150,000-350,000\"',98032,10
'\"e $150,000-350,000\"',99212,13
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',98109,10
'\"e $150,000-350,000\"',98122,18
'\"e $150,000-350,000\"',98264,21
'\"e $150,000-350,000\"',98107,10
'\"e $150,000-350,000\"',98052,12
'\"e $150,000-350,000\"',98115,0
'\"e $150,000-350,000\"',98101,8
'\"e $150,000-350,000\"',98501,72
'\"e $150,000-350,000\"',98225,42
'\"e $150,000-350,000\"',98201,10
'\"e $150,000-350,000\"',98005,14
'\"e $150,000-350,000\"',98512,12
'\"e $150,000-350,000\"',98409,0
'\"e $150,000-350,000\"',98831,0
'\"e $150,000-350,000\"',98006,7
'\"e $150,000-350,000\"',98270,0
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',98102,14
'\"e $150,000-350,000\"',98225,36
'\"e $150,000-350,000\"',98108,10
'\"e $150,000-350,000\"',98119,9
'\"e $150,000-350,000\"',98052,13
'\"e $150,000-350,000\"',99323,61
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',98102,0
'\"e $150,000-350,000\"',98391,35
'\"e $150,000-350,000\"',99357,72
'\"e $150,000-350,000\"',98370,19
'\"e $150,000-350,000\"',98028,15
'\"e $150,000-350,000\"',98857,18
'\"e $150,000-350,000\"',98110,16
'\"e $150,000-350,000\"',98006,31
'\"e $150,000-350,000\"',98199,0
'\"e $150,000-350,000\"',99216,15
'\"e $150,000-350,000\"',98104,17
'\"e $150,000-350,000\"',98011,47
'\"e $150,000-350,000\"',98936,0
'\"e $150,000-350,000\"',98201,22
'\"e $150,000-350,000\"',98103,13
'\"e $150,000-350,000\"',98532,20
'\"e $150,000-350,000\"',98444,13
'\"e $150,000-350,000\"',98133,37
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',98058,17
'\"e $150,000-350,000\"',98134,20
'\"e $150,000-350,000\"',98272,21
'\"e $150,000-350,000\"',98802,25
'\"e $150,000-350,000\"',98446,0
'\"e $150,000-350,000\"',98177,20
'\"e $150,000-350,000\"',98837,0
'\"e $150,000-350,000\"',98033,11
'\"e $150,000-350,000\"',98366,26
'\"e $150,000-350,000\"',98034,14
'\"e $150,000-350,000\"',98264,20
'\"e $150,000-350,000\"',99301,34
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98922,0
'\"e $150,000-350,000\"',98122,48
'\"e $150,000-350,000\"',98121,16
'\"e $150,000-350,000\"',98632,48
'\"e $150,000-350,000\"',98296,20
'\"e $150,000-350,000\"',98391,19
'\"e $150,000-350,000\"',98391,42
'\"e $150,000-350,000\"',98026,24
'\"e $150,000-350,000\"',98109,47
'\"e $150,000-350,000\"',98103,11
'\"e $150,000-350,000\"',99330,11
'\"e $150,000-350,000\"',98512,0
'\"e $150,000-350,000\"',98092,15
'\"e $150,000-350,000\"',98144,0
'\"e $150,000-350,000\"',98464,0
'\"e $150,000-350,000\"',98684,0
'\"e $150,000-350,000\"',98006,6
'\"e $150,000-350,000\"',98110,18
'\"e $150,000-350,000\"',98021,32
'\"e $150,000-350,000\"',98021,29
'\"e $150,000-350,000\"',99201,42
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',99343,47
'\"e $150,000-350,000\"',99343,15
'\"e $150,000-350,000\"',99031,17
'\"e $150,000-350,000\"',98109,14
'\"e $150,000-350,000\"',98836,0
'\"e $150,000-350,000\"',98371,28
'\"e $150,000-350,000\"',98930,35
'\"e $150,000-350,000\"',98930,21
'\"e $150,000-350,000\"',98022,0
'\"e $150,000-350,000\"',99362,20
'\"e $150,000-350,000\"',98362,14
'\"e $150,000-350,000\"',98107,18
'\"e $150,000-350,000\"',98122,0
'\"e $150,000-350,000\"',99207,0
'\"e $150,000-350,000\"',98208,17
'\"e $150,000-350,000\"',98108,17
'\"e $150,000-350,000\"',98826,45
'\"e $150,000-350,000\"',98382,35
'\"e $150,000-350,000\"',98273,0
'\"e $150,000-350,000\"',98371,9
'\"e $150,000-350,000\"',98011,39
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98126,8
'\"e $150,000-350,000\"',98260,12
'\"e $150,000-350,000\"',98032,17
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98032,5
'\"e $150,000-350,000\"',98466,11
'\"e $150,000-350,000\"',98466,11
'\"e $150,000-350,000\"',98005,0
'\"e $150,000-350,000\"',98502,0
'\"e $150,000-350,000\"',98682,25
'\"e $150,000-350,000\"',98122,17
'\"e $150,000-350,000\"',98136,22
'\"e $150,000-350,000\"',98661,0
'\"e $150,000-350,000\"',98125,9
'\"e $150,000-350,000\"',98661,32
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98373,30
'\"e $150,000-350,000\"',99336,17
'\"e $150,000-350,000\"',98390,0
'\"e $150,000-350,000\"',98002,0
'\"e $150,000-350,000\"',98106,10
'\"e $150,000-350,000\"',98110,35
'\"e $150,000-350,000\"',98466,43
'\"e $150,000-350,000\"',99218,16
'\"e $150,000-350,000\"',98104,11
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',98072,17
'\"e $150,000-350,000\"',98155,25
'\"e $150,000-350,000\"',98122,12
'\"e $150,000-350,000\"',98116,31
'\"e $150,000-350,000\"',98232,0
'\"e $150,000-350,000\"',98296,52
'\"e $150,000-350,000\"',98601,17
'\"e $150,000-350,000\"',98203,0
'\"e $150,000-350,000\"',98056,0
'\"e $150,000-350,000\"',98337,35
'\"e $150,000-350,000\"',98367,62
'\"e $150,000-350,000\"',98312,45
'\"e $150,000-350,000\"',99206,22
'\"e $150,000-350,000\"',98506,0
'\"e $150,000-350,000\"',98837,27
'\"e $150,000-350,000\"',98006,0
'\"e $150,000-350,000\"',98072,11
'\"e $150,000-350,000\"',98003,12
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',99344,16
'\"e $150,000-350,000\"',98665,15
'\"e $150,000-350,000\"',98663,32
'\"e $150,000-350,000\"',98498,0
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98311,23
'\"e $150,000-350,000\"',98106,13
'\"e $150,000-350,000\"',98042,12
'\"e $150,000-350,000\"',98290,61
'\"e $150,000-350,000\"',98424,18
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98387,28
'\"e $150,000-350,000\"',98499,9
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98012,0
'\"e $150,000-350,000\"',98007,23
'\"e $150,000-350,000\"',98052,8
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98502,17
'\"e $150,000-350,000\"',98119,12
'\"e $150,000-350,000\"',98101,10
'\"e $150,000-350,000\"',98166,26
'\"e $150,000-350,000\"',98004,20
'\"e $150,000-350,000\"',98372,37
'\"e $150,000-350,000\"',98226,40
'\"e $150,000-350,000\"',98375,0
'\"e $150,000-350,000\"',98056,5
'\"e $150,000-350,000\"',98405,19
'\"e $150,000-350,000\"',98020,17
'\"e $150,000-350,000\"',98272,25
'\"e $150,000-350,000\"',98122,15
'\"e $150,000-350,000\"',98371,0
'\"e $150,000-350,000\"',98065,14
'\"e $150,000-350,000\"',98134,8
'\"e $150,000-350,000\"',98607,11
'\"e $150,000-350,000\"',98424,28
'\"e $150,000-350,000\"',98104,12
'\"e $150,000-350,000\"',98003,53
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98109,8
'\"e $150,000-350,000\"',98115,21
'\"e $150,000-350,000\"',98382,20
'\"e $150,000-350,000\"',98102,16
'\"e $150,000-350,000\"',98944,40
'\"e $150,000-350,000\"',98370,27
'\"e $150,000-350,000\"',98024,0
'\"e $150,000-350,000\"',98221,0
'\"e $150,000-350,000\"',99350,24
'\"e $150,000-350,000\"',98004,39
'\"e $150,000-350,000\"',98660,20
'\"e $150,000-350,000\"',98363,16
'\"e $150,000-350,000\"',98040,125
'\"e $150,000-350,000\"',98011,25
'\"e $150,000-350,000\"',98005,8
'\"e $150,000-350,000\"',98038,17
'\"e $150,000-350,000\"',98101,7
'\"e $150,000-350,000\"',98903,16
'\"e $150,000-350,000\"',98103,9
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98942,23
'\"e $150,000-350,000\"',98166,24
'\"e $150,000-350,000\"',98662,29
'\"e $150,000-350,000\"',98674,20
'\"e $150,000-350,000\"',99037,0
'\"e $150,000-350,000\"',98052,15
'\"e $150,000-350,000\"',98223,0
'\"e $150,000-350,000\"',98204,0
'\"e $150,000-350,000\"',98823,40
'\"e $150,000-350,000\"',98642,8
'\"e $150,000-350,000\"',98034,20
'\"e $150,000-350,000\"',98312,21
'\"e $150,000-350,000\"',98291,10
'\"e $150,000-350,000\"',98144,22
'\"e $150,000-350,000\"',98569,28
'\"e $150,000-350,000\"',98223,18
'\"e $150,000-350,000\"',98057,0
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98001,0
'\"e $150,000-350,000\"',98354,15
'\"e $150,000-350,000\"',98136,22
'\"e $150,000-350,000\"',98026,30
'\"e $150,000-350,000\"',98101,11
'\"e $150,000-350,000\"',98134,18
'\"e $150,000-350,000\"',98101,14
'\"e $150,000-350,000\"',98103,15
'\"e $150,000-350,000\"',98072,12
'\"e $150,000-350,000\"',98296,15
'\"e $150,000-350,000\"',98327,49
'\"e $150,000-350,000\"',98036,22
'\"e $150,000-350,000\"',98004,17
'\"e $150,000-350,000\"',98201,7
'\"e $150,000-350,000\"',98042,22
'\"e $150,000-350,000\"',98106,11
'\"e $150,000-350,000\"',99202,24
'\"e $150,000-350,000\"',99037,19
'\"e $150,000-350,000\"',98052,31
'\"e $150,000-350,000\"',99216,41
'\"e $150,000-350,000\"',98801,19
'\"e $150,000-350,000\"',98662,10
'\"e $150,000-350,000\"',98052,11
'\"e $150,000-350,000\"',98221,0
'\"e $150,000-350,000\"',98903,16
'\"e $150,000-350,000\"',98660,0
'\"e $150,000-350,000\"',98166,12
'\"e $150,000-350,000\"',98166,25
'\"e $150,000-350,000\"',98902,30
'\"e $150,000-350,000\"',98684,45
'\"e $150,000-350,000\"',98233,13
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98223,12
'\"e $150,000-350,000\"',98121,8
'\"e $150,000-350,000\"',98903,0
'\"e $150,000-350,000\"',98499,35
'\"e $150,000-350,000\"',98007,10
'\"e $150,000-350,000\"',98034,18
'\"e $150,000-350,000\"',98188,11
'\"e $150,000-350,000\"',98837,12
'\"e $150,000-350,000\"',99216,19
'\"e $150,000-350,000\"',98532,10
'\"e $150,000-350,000\"',98012,0
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98125,15
'\"e $150,000-350,000\"',98038,24
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',99350,0
'\"e $150,000-350,000\"',98121,9
'\"e $150,000-350,000\"',98632,15
'\"e $150,000-350,000\"',98122,17
'\"e $150,000-350,000\"',98937,0
'\"e $150,000-350,000\"',98607,32
'\"e $150,000-350,000\"',99217,15
'\"e $150,000-350,000\"',98122,12
'\"e $150,000-350,000\"',98166,14
'\"e $150,000-350,000\"',98031,17
'\"e $150,000-350,000\"',99163,44
'\"e $150,000-350,000\"',98382,14
'\"e $150,000-350,000\"',99201,51
'\"e $150,000-350,000\"',98277,27
'\"e $150,000-350,000\"',99344,26
'\"e $150,000-350,000\"',98133,17
'\"e $150,000-350,000\"',98272,19
'\"e $150,000-350,000\"',98606,7
'\"e $150,000-350,000\"',98391,19
'\"e $150,000-350,000\"',98105,25
'\"e $150,000-350,000\"',99019,17
'\"e $150,000-350,000\"',98840,32
'\"e $150,000-350,000\"',98512,25
'\"e $150,000-350,000\"',98402,0
'\"e $150,000-350,000\"',98121,0
'\"e $150,000-350,000\"',98632,8
'\"e $150,000-350,000\"',98926,9
'\"e $150,000-350,000\"',98902,25
'\"e $150,000-350,000\"',98922,29
'\"e $150,000-350,000\"',99212,32
'\"e $150,000-350,000\"',99224,25
'\"e $150,000-350,000\"',98112,0
'\"e $150,000-350,000\"',98204,0
'\"e $150,000-350,000\"',98109,27
'\"e $150,000-350,000\"',98033,12
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98826,42
'\"e $150,000-350,000\"',98115,29
'\"e $150,000-350,000\"',98112,24
'\"e $150,000-350,000\"',98002,0
'\"e $150,000-350,000\"',98105,17
'\"e $150,000-350,000\"',98038,29
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',99301,15
'\"e $150,000-350,000\"',99301,16
'\"e $150,000-350,000\"',98837,0
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98110,1
'\"e $150,000-350,000\"',98684,58
'\"e $150,000-350,000\"',98102,15
'\"e $150,000-350,000\"',98072,45
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98104,17
'\"e $150,000-350,000\"',98390,55
'\"e $150,000-350,000\"',99218,0
'\"e $150,000-350,000\"',98108,10
'\"e $150,000-350,000\"',98122,0
'\"e $150,000-350,000\"',99037,17
'\"e $150,000-350,000\"',98107,28
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',98036,17
'\"e $150,000-350,000\"',98828,0
'\"e $150,000-350,000\"',98106,20
'\"e $150,000-350,000\"',98203,16
'\"e $150,000-350,000\"',98274,23
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98101,33
'\"e $150,000-350,000\"',98371,0
'\"e $150,000-350,000\"',98108,12
'\"e $150,000-350,000\"',98101,9
'\"e $150,000-350,000\"',98188,16
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98373,12
'\"e $150,000-350,000\"',99223,48
'\"e $150,000-350,000\"',98118,0
'\"e $150,000-350,000\"',99352,24
'\"e $150,000-350,000\"',98033,20
'\"e $150,000-350,000\"',98107,22
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98034,30
'\"e $150,000-350,000\"',99337,53
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98221,30
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98109,28
'\"e $150,000-350,000\"',98516,65
'\"e $150,000-350,000\"',98501,29
'\"e $150,000-350,000\"',98503,0
'\"e $150,000-350,000\"',98057,12
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98122,47
'\"e $150,000-350,000\"',98501,31
'\"e $150,000-350,000\"',98506,28
'\"e $150,000-350,000\"',98516,0
'\"e $150,000-350,000\"',98101,25
'\"e $150,000-350,000\"',98439,98
'\"e $150,000-350,000\"',98848,0
'\"e $150,000-350,000\"',98239,40
'\"e $150,000-350,000\"',98371,16
'\"e $150,000-350,000\"',99337,30
'\"e $150,000-350,000\"',99201,34
'\"e $150,000-350,000\"',98684,11
'\"e $150,000-350,000\"',98662,45
'\"e $150,000-350,000\"',98662,54
'\"e $150,000-350,000\"',98662,52
'\"e $150,000-350,000\"',98662,52
'\"e $150,000-350,000\"',98662,65
'\"e $150,000-350,000\"',98226,24
'\"e $150,000-350,000\"',98122,0
'\"e $150,000-350,000\"',98133,24
'\"e $150,000-350,000\"',98121,10
'\"e $150,000-350,000\"',98126,30
'\"e $150,000-350,000\"',98901,25
'\"e $150,000-350,000\"',98402,22
'\"e $150,000-350,000\"',98632,0
'\"e $150,000-350,000\"',98110,0
'\"e $150,000-350,000\"',98248,11
'\"e $150,000-350,000\"',98951,218
'\"e $150,000-350,000\"',98134,16
'\"e $150,000-350,000\"',98606,13
'\"e $150,000-350,000\"',98802,6
'\"e $150,000-350,000\"',98225,0
'\"e $150,000-350,000\"',98225,15
'\"e $150,000-350,000\"',98944,20
'\"e $150,000-350,000\"',98660,12
'\"e $150,000-350,000\"',98406,37
'\"e $150,000-350,000\"',98371,31
'\"e $150,000-350,000\"',98907,31
'\"e $150,000-350,000\"',98284,15
'\"e $150,000-350,000\"',99026,0
'\"e $150,000-350,000\"',99320,12
'\"e $150,000-350,000\"',99122,0
'\"e $150,000-350,000\"',98133,18
'\"e $150,000-350,000\"',98134,18
'\"e $150,000-350,000\"',99025,20
'\"e $150,000-350,000\"',98321,17
'\"e $150,000-350,000\"',98102,0
'\"e $150,000-350,000\"',98107,15
'\"e $150,000-350,000\"',98026,0
'\"e $150,000-350,000\"',98021,13
'\"e $150,000-350,000\"',98027,12
'\"e $150,000-350,000\"',98065,12
'\"e $150,000-350,000\"',98087,0
'\"e $150,000-350,000\"',98502,35
'\"e $150,000-350,000\"',98682,23
'\"e $150,000-350,000\"',98144,0
'\"e $150,000-350,000\"',98110,28
'\"e $150,000-350,000\"',98002,23
'\"e $150,000-350,000\"',98032,15
'\"e $150,000-350,000\"',98248,24
'\"e $150,000-350,000\"',98409,19
'\"e $150,000-350,000\"',98273,0
'\"e $150,000-350,000\"',98012,0
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98862,12
'\"e $150,000-350,000\"',98116,16
'\"e $150,000-350,000\"',99301,7
'\"e $150,000-350,000\"',98122,6
'\"e $150,000-350,000\"',98248,0
'\"e $150,000-350,000\"',98223,18
'\"e $150,000-350,000\"',98043,32
'\"e $150,000-350,000\"',98908,20
'\"e $150,000-350,000\"',98264,24
'\"e $150,000-350,000\"',98901,14
'\"e $150,000-350,000\"',98902,25
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',98372,0
'\"e $150,000-350,000\"',98027,15
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98816,17
'\"e $150,000-350,000\"',98032,20
'\"e $150,000-350,000\"',98424,14
'\"e $150,000-350,000\"',98050,15
'\"e $150,000-350,000\"',98409,0
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98223,0
'\"e $150,000-350,000\"',98233,13
'\"e $150,000-350,000\"',98223,19
'\"e $150,000-350,000\"',98052,11
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',98663,0
'\"e $150,000-350,000\"',98632,0
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98052,12
'\"e $150,000-350,000\"',98684,59
'\"e $150,000-350,000\"',98642,23
'\"e $150,000-350,000\"',98662,12
'\"e $150,000-350,000\"',98057,20
'\"e $150,000-350,000\"',98108,11
'\"e $150,000-350,000\"',98597,32
'\"e $150,000-350,000\"',98271,0
'\"e $150,000-350,000\"',98926,38
'\"e $150,000-350,000\"',98052,17
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98908,13
'\"e $150,000-350,000\"',98685,32
'\"e $150,000-350,000\"',98034,17
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98252,13
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',98122,33
'\"e $150,000-350,000\"',98662,0
'\"e $150,000-350,000\"',98382,38
'\"e $150,000-350,000\"',98052,10
'\"e $150,000-350,000\"',98815,17
'\"e $150,000-350,000\"',98007,25
'\"e $150,000-350,000\"',98250,0
'\"e $150,000-350,000\"',98402,57
'\"e $150,000-350,000\"',98012,10
'\"e $150,000-350,000\"',98466,11
'\"e $150,000-350,000\"',98382,9
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',98409,33
'\"e $150,000-350,000\"',98632,20
'\"e $150,000-350,000\"',98684,26
'\"e $150,000-350,000\"',99037,35
'\"e $150,000-350,000\"',98057,28
'\"e $150,000-350,000\"',98841,12
'\"e $150,000-350,000\"',98102,32
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',99208,28
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',98110,17
'\"e $150,000-350,000\"',98105,16
'\"e $150,000-350,000\"',98121,10
'\"e $150,000-350,000\"',98122,15
'\"e $150,000-350,000\"',98848,9
'\"e $150,000-350,000\"',98503,15
'\"e $150,000-350,000\"',98346,0
'\"e $150,000-350,000\"',98225,70
'\"e $150,000-350,000\"',98901,9
'\"e $150,000-350,000\"',98372,14
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98032,17
'\"e $150,000-350,000\"',98103,62
'\"e $150,000-350,000\"',98270,42
'\"e $150,000-350,000\"',98010,12
'\"e $150,000-350,000\"',98033,19
'\"e $150,000-350,000\"',98052,21
'\"e $150,000-350,000\"',98029,0
'\"e $150,000-350,000\"',98902,40
'\"e $150,000-350,000\"',98043,43
'\"e $150,000-350,000\"',98058,31
'\"e $150,000-350,000\"',98356,35
'\"e $150,000-350,000\"',98642,34
'\"e $150,000-350,000\"',98826,32
'\"e $150,000-350,000\"',98332,20
'\"e $150,000-350,000\"',98032,16
'\"e $150,000-350,000\"',98126,9
'\"e $150,000-350,000\"',98105,25
'\"e $150,000-350,000\"',98122,0
'\"e $150,000-350,000\"',98325,37
'\"e $150,000-350,000\"',99336,23
'\"e $150,000-350,000\"',98499,27
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98848,20
'\"e $150,000-350,000\"',98201,12
'\"e $150,000-350,000\"',98901,11
'\"e $150,000-350,000\"',98926,20
'\"e $150,000-350,000\"',99354,39
'\"e $150,000-350,000\"',98275,0
'\"e $150,000-350,000\"',99212,56
'\"e $150,000-350,000\"',98902,23
'\"e $150,000-350,000\"',98901,0
'\"e $150,000-350,000\"',98942,12
'\"e $150,000-350,000\"',98848,0
'\"e $150,000-350,000\"',98531,41
'\"e $150,000-350,000\"',98531,0
'\"e $150,000-350,000\"',98368,38
'\"e $150,000-350,000\"',98087,23
'\"e $150,000-350,000\"',98199,0
'\"e $150,000-350,000\"',98122,28
'\"e $150,000-350,000\"',98003,15
'\"e $150,000-350,000\"',98604,30
'\"e $150,000-350,000\"',98226,39
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',98661,14
'\"e $150,000-350,000\"',98103,10
'\"e $150,000-350,000\"',98103,20
